"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"7795","KYORITSU","東証ST","その他製品","8075","49235000","4.57","7.5","7.17","0.42","22.86","390.15","16400","100","20250131","180","20250407","133"
"7800","アミファ","東証ST","その他製品","1993","3235000","3.9","24","13.77","0.92","44.72","666.21","61600","100","20250421","713","20250407","563"
"7803","ブシロード","東証GR","その他製品","39109","71496550","0.82","4.5","25.15","1.67","21.75","327.18","54700","100","20250326","622","20250109","380"
"7804","ビーアンドピー","東証ST","その他製品","4570","2305800","3.53","70","10.67","1.34","185.71","1479.74","198200","100","20250328","2380","20250115","1780"
"7805","プリントネット","東証ST","その他製品","3462","5460400","2.05","13","9.64","0.76","65.8","830.36","63400","100","20250403","660","20250109","580"
"7806","MTG","東証GR","その他製品","115259","40104008","0.52","15","25.28","2.52","113.67","1140.79","287400","100","20250501","2935","20250304","1811"
"7807","幸和製作所","東証ST","その他製品","3986","5025970","1.64","13","6.58","1.13","120.52","703.72","79300","100","20250109","889","20250407","703"
"7808","シー・エス・ランバー","東証ST","その他製品","5054","1850100","2.93","80","3.89","0.46","702.79","5931.55","273200","100","20250212","2925","20250407","2500"
"7809","壽屋","東証ST","その他製品","12666","8512200","2.69","40","10.27","1.68","144.93","886.7","148800","100","20250401","1578","20250228","1269"
"7810","クロスフォー","東証ST","その他製品","3123","17845000","0.2","0.35","99.43","1.65","1.76","105.83","17500","100","20250326","194","20250407","145"
"7811","中本パックス","東証ST","その他製品","15121","8920791","4.01","68","7.52","0.78","225.49","2165.73","169500","100","20250107","1818","20250407","1500"
"7812","クレステック","東証ST","その他製品","5653","3248900","4.37","76","6.99","0.63","248.85","2743.56","174000","100","20250326","1890","20250407","1450"
"7813","プラッツ","東証ST","その他製品","2586","3726000","2.02","14","18.95","0.77","36.62","906.01","69400","100","20250324","785","20250106","582"
"7814","日本創発グループ","東証ST","その他製品","25245","51000000","2.83","14","4.19","1.5","118.11","329.85","49500","100","20250428","553","20250407","430"
"7815","東京ボード工業","東証ST","その他製品","2244","3660369","-","-","3.49","1.02","175.55","602.65","61300","100","20250122","750","20250407","478"
"7817","パラマウントベッドホールディングス","東証PR","その他製品","132477","57598692","4.22","97","15.51","0.96","148.25","2396.24","230000","100","20250128","2894","20250407","2120"
"7818","トランザクション","東証PR","その他製品","72851","29375400","2.22","55","18.27","3.76","135.75","659.24","248000","100","20250422","2740","20250115","1846"
"7819","粧美堂","東証ST","その他製品","7443","13410000","4.14","23","9.4","1.04","59.05","534.38","55500","100","20250212","575","20250407","480"
"7820","ニホンフラッシュ","東証PR","その他製品","20324","25060000","4.44","36","16.05","0.57","50.53","1419.02","81100","100","20250327","840","20250407","741"
"7821","前田工繊","東証PR","その他製品","136706","68080612","1.2","24","16.26","2.05","123.49","977.73","200800","100","20250424","2113","20250225","1738"
"7822","永大産業","東証ST","その他製品","10292","46783800","4.55","10","-","0.22","-6.79","994.7","22000","100","20250425","272","20250407","195"
"7823","アートネイチャー","東証ST","その他製品","26655","34393200","3.61","28","25.84","0.95","29.99","815.66","77500","100","20250106","828","20250407","701"
"7826","フルヤ金属","東証PR","その他製品","64921","25389636","3.75","96","7.48","1.02","342.01","2518.5","255700","100","20250106","3650","20250407","2020"
"7827","オービス","東証ST","その他製品","2381","1775469","4.25","57","5.93","0.44","225.96","3022.48","134100","100","20250414","1515","20250407","1220"
"7831","ウイルコホールディングス","東証ST","その他製品","2909","24650800","1.69","2","58.13","0.84","2.03","140.13","11800","100","20250321","141","20250131","107"
"7832","バンダイナムコホールディングス","東証PR","その他製品","3276650","650000000","1.41","71","25.77","4","195.65","1260.82","504100","100","20250326","5300","20250121","3417"
"7833","アイフィスジャパン","東証ST","その他製品","5674","10242000","3.88","21.5","10.47","0.94","52.93","588.52","55400","100","20250312","557","20250407","510"
"7836","アビックス","東証ST","その他製品","3372","35129566","0","0","19.05","2.04","5.04","47.17","9600","100","20250217","118","20250106","78"
"7837","アールシーコア","東証ST","その他製品","1724","4536400","0","0","-","0.57","-103.06","663.6","38000","100","20250423","419","20250407","284"
"7839","SHOEI","東証PR","その他製品","87500","53713716","3.62","59","13.76","2.99","118.36","544.97","162900","100","20250107","2270","20250407","1428"
"7840","フランスベッドホールディングス","東証PR","その他製品","44095","34747500","3.07","39","14.61","1.12","86.83","1134.77","126900","100","20250327","1358","20250407","1110"
"7841","遠藤製作所","東証ST","その他製品","11217","9441800","3.37","40","9.93","0.47","119.66","2530.14","118800","100","20250328","1435","20250407","1013"
"7844","マーベラス","東証PR","情報通信","29055","62216400","2.14","10","31.43","1.07","14.86","437.71","46700","100","20250128","601","20250407","399"
"7846","パイロットコーポレーション","東証PR","その他製品","161494","40905200","2.96","117","10.49","1.09","376.23","3628.73","394800","100","20250106","4833","20250407","3698"
"7847","グラファイトデザイン","東証ST","その他製品","4376","6945600","4.76","30","19.93","0.81","31.61","777.54","63000","100","20250114","825","20250407","563"
"7849","スターツ出版","東証ST","情報通信","14650","3840000","3.15","120","8.47","1.5","450.57","2543.7","381500","100","20250317","4150","20250204","2931"
"7850","総合商研","東証ST","その他製品","2769","3060110","2.21","20","9.69","0.75","93.35","1201.56","90500","100","20250422","1055","20250407","813"
"7851","カワセコンピュータサプライ","東証ST","その他製品","1244","5160000","2.07","5","16.05","0.47","15.02","508.8","24100","100","20250128","307","20250407","181"
"7856","萩原工業","東証PR","その他製品","21348","14897600","4.54","65","8.94","0.67","160.38","2148.78","143300","100","20250106","1598","20250407","1330"
"7857","セキ","東証ST","その他製品","6045","4508000","1.79","24","17.46","0.36","76.82","3726.83","134100","100","20250428","1388","20250408","1280"
"7859","アルメディオ","東証ST","その他製品","5160","20806316","0","0","8.29","0.63","29.91","391.4","24800","100","20250205","350","20250407","200"
"7860","エイベックス","東証PR","情報通信","58614","45792500","3.91","50","31.3","1.06","40.9","1202.12","128000","100","20250128","1505","20250407","1161"
"7863","平賀","東証ST","その他製品","4289","4015585","3.75","40","7.69","0.74","138.95","1445.78","106800","100","20250416","1360","20250210","965"
"7864","フジシールインターナショナル","東証PR","その他製品","151548","60161956","2.58","65","11.79","0.98","213.62","2564.6","251900","100","20250218","2855","20250407","2212"
"7865","ピープル","東証ST","その他製品","2281","4437500","-","-","-","1.06","-","486.51","51400","100","20250303","586","20250409","483"
"7867","タカラトミー","東証PR","その他製品","288527","93616650","1.82","56","19.08","2.54","161.53","1214.61","308200","100","20250207","5119","20250407","2663"
"7868","広済堂ホールディングス","東証PR","その他製品","71124","144267645","2.58","12.74","13.53","1.48","36.45","332.64","49300","100","20250319","560","20250407","434"
"7871","フクビ化学工業","東証ST","化学","16489","20688425","3.26","26","9.2","0.43","86.66","1853.09","79700","100","20250325","865","20250407","688"
"7872","エステールホールディングス","東証ST","その他製品","6555","11459223","4.72","27","119.92","0.51","4.77","1119","57200","100","20250106","625","20250407","536"
"7874","レック","東証PR","化学","47211","38165340","1.62","20","31.6","1.19","39.14","1035.96","123700","100","20250422","1423","20250407","992"
"7875","竹田iPホールディングス","東証ST","その他製品","8298","8781000","3.49","33","8.72","0.45","108.32","2107.83","94500","100","20250327","1023","20250407","810"
"7877","永大化工","東証ST","化学","2197","1460000","3.99","60","10.98","0.28","137.07","5378.11","150500","100","20250319","1592","20250407","1440"
"7878","光・彩","東証ST","その他製品","1517","1584000","2.61","25","15.09","0.98","63.49","972.61","95800","100","20250314","1239","20250411","818"
"7879","ノダ","東証ST","その他製品","11513","17339200","5.42","36","25.99","0.32","25.55","2106.1","66400","100","20250107","739","20250407","630"
"7883","サンメッセ","東証ST","その他製品","6488","17825050","2.47","9","17.9","0.48","20.33","756.54","36400","100","20250421","442","20250407","346"
"7885","タカノ","東証ST","その他製品","11130","15721000","2.82","20","19.6","0.34","36.13","2061.46","70800","100","20250321","775","20250407","658"
"7886","ヤマト_モビリティ＆Mfg.","東証ST","化学","1195","1342179","-","-","118.04","0.7","7.54","1275.02","89000","100","20250107","974","20250407","775"
"7887","南海プライウッド","東証ST","その他製品","5401","1009580","2.8","150","12.95","0.21","413.27","25201.29","535000","100","20250324","6170","20250407","4910"
"7888","三光合成","東証PR","化学","18536","30688569","3.97","24","6.35","0.59","95.13","1017.63","60400","100","20250328","699","20250407","475"
"7893","プロネクサス","東証PR","その他製品","33648","27716688","4.28","52","63.2","1.13","19.21","1072.36","121400","100","20250106","1351","20250407","1076"
"7896","セブン工業","東証ST","その他製品","2337","4673250","4","20","31.89","0.35","15.68","1414.4","50000","100","20250131","556","20250106","447"
"7897","ホクシン","東証ST","その他製品","3291","28373005","1.72","2","163.38","0.56","0.71","205.4","11600","100","20250326","150","20250407","99"
"7898","ウッドワン","東証ST","その他製品","8513","9841969","2.77","24","10.07","0.18","85.94","4769.1","86500","100","20250319","1039","20250407","751"
"7901","マツモト","東証ST","その他製品","897","1143900","0","0","-","0.99","-","792.36","78400","100","20250129","1031","20250407","670"
"7902","ソノコム","東証ST","その他製品","4340","5000000","1.38","12","18.37","0.35","47.26","2472.44","86800","100","20250324","918","20250407","751"
"7906","ヨネックス","東証ST","その他製品","215182","92870800","0.91","21","20.01","2.97","115.82","778.91","231700","100","20250217","2626","20250117","1939"
"7908","きもと","東証ST","化学","12324","54772564","3.11","7","12.68","0.54","17.74","417.66","22500","100","20250131","323","20250407","212"
"7911","TOPPANホールディングス","東証PR","その他製品","1277693","318706240","1.2","48","15.31","0.83","261.85","4827.32","400900","100","20250218","4866","20250407","3400"
"7912","大日本印刷","東証PR","その他製品","1048175","524480692","1.9","38","8.8","0.76","227.22","2626.19","199850","100","20250127","2304","20250409","1810"
"7914","共同印刷","東証PR","その他製品","35087","33480000","3.34","35","9.2","0.46","113.87","2289.13","104800","100","20250430","1144","20250407","842"
"7915","NISSHA","東証PR","その他製品","62756","50855638","4.05","50","14.73","0.52","83.78","2391.31","123400","100","20250107","1689","20250411","1061"
"7916","光村印刷","東証ST","その他製品","4044","3103420","3.84","50","79.84","0.23","16.32","5721.62","130300","100","20250428","1419","20250407","1205"
"7917","ZACROS","東証PR","化学","75915","19267760","3.2","126","10.94","0.82","360.24","4803.89","394000","100","20250318","4420","20250407","3455"
"7918","ヴィア・ホールディングス","東証ST","小売","4928","45628213","0","0","21.86","-","4.94","-80.17","10800","100","20250106","140","20250407","95"
"7919","野崎印刷紙業","東証ST","その他製品","3863","21460000","4.17","7.5","5.6","0.67","32.14","267.33","18000","100","20250327","222","20250407","141"
"7921","TAKARA＆COMPANY","東証PR","その他製品","44195","13153293","2.68","90","10.64","1.56","315.89","2153.93","336000","100","20250428","3625","20250108","2711"
"7922","三光産業","東証ST","その他製品","3167","7878800","2.49","10","11.78","0.35","34.13","1134.92","40200","100","20250422","455","20250407","298"
"7923","トーイン","東証ST","その他製品","4305","6377500","3.33","22.5","6.53","0.32","103.31","2086.45","67500","100","20250417","738","20250205","615"
"7925","前澤化成工業","東証PR","化学","27641","15732000","3.41","60","17.98","0.64","97.71","2763.13","175700","100","20250327","1895","20250407","1575"
"7927","ムトー精工","東証ST","化学","11099","7739548","6.52","93.5","6.14","0.53","233.48","2728.65","143400","100","20250106","1730","20250407","1181"
"7928","旭化学工業","東証ST","化学","2271","3896000","-","-","26.05","0.33","22.38","1744.05","58300","100","20250416","632","20250407","540"
"7931","未来工業","東証PR","化学","88985","25607086","3.74","130","13.23","1.06","262.72","3263.69","347500","100","20250129","3945","20250407","3105"
"7932","ニッピ","東証ST","その他製品","15832","2889000","4.01","220","7.88","0.4","695.46","13642.13","548000","100","20250210","6180","20250407","4900"
"7936","アシックス","東証PR","その他製品","2367236","734482236","0.81","26","29.57","9.9","108.98","325.59","322300","100","20250217","3842","20250407","2561"
"7937","ツツミ","東証ST","その他製品","36262","15630000","3.45","80","22.95","0.54","101.11","4310.6","232000","100","20250502","2399","20250407","1986"
"7938","リーガルコーポレーション","東証ST","その他製品","7527","3250000","3.02","70","11.59","0.6","199.75","3843.29","231600","100","20250210","2822","20250407","2082"
"7939","研創","東証ST","その他製品","2060","4022774","4.1","21","12.09","0.61","42.35","840.34","51200","100","20250421","606","20250418","480"
"7940","ウェーブロックホールディングス","東証ST","化学","6216","11120538","5.37","30","10.72","0.29","52.13","1909.83","55900","100","20250109","725","20250407","481"
"7942","JSP","東証PR","化学","59403","31413473","4.23","80","9.91","0.49","190.79","3855.23","189100","100","20250106","2198","20250407","1627"
"7943","ニチハ","東証PR","ガラス土石","106747","37324264","3.99","114","22.01","0.8","129.97","3554.79","286000","100","20250319","3170","20250407","2676"
"7944","ローランド","東証PR","その他製品","87583","26580659","5.16","170","12.65","1.96","260.4","1677.22","329500","100","20250217","4030","20250409","2835"
"7946","光陽社","東証ST","その他製品","1171","850100","2.18","30","18.77","0.48","73.36","2893.73","137700","100","20250324","1593","20250407","1289"
"7947","エフピコ","東証PR","化学","246686","84568424","2.11","61.5","17.91","1.54","162.89","1897.68","291700","100","20250421","3225","20250114","2669"
"7949","小松ウオール工業","東証PR","その他製品","45203","19721980","5.67","130","13.73","1.06","166.99","2153.83","229200","100","20250502","2319","20250407","1283"
"7951","ヤマハ","東証PR","その他製品","535192","503000000","2.38","25.33","38.66","1.03","27.52","1028.54","106400","100","20250319","1259","20250407","934"
"7952","河合楽器製作所","東証PR","その他製品","23763","9011560","3.6","95","-","0.54","-46.51","4900.17","263700","100","20250319","3300","20250409","2320"
"7953","菊水化学工業","東証ST","その他製品","4677","12744054","4.63","17","17.63","0.48","20.82","767.1","36700","100","20250214","400","20250407","339"
"7955","クリナップ","東証PR","その他製品","23963","37442374","4.84","31","24.3","0.4","26.34","1585.46","64000","100","20250327","693","20250407","581"
"7956","ピジョン","東証PR","その他製品","208514","121653486","4.43","76","24.4","2.53","70.24","678.53","171400","100","20250318","1909","20250117","1385"
"7957","フジコピアン","東証ST","その他製品","2575","1789487","4.45","64","110.1","0.21","13.07","6902.78","143900","100","20250220","1699","20250410","1350"
"7958","天馬","東証PR","化学","79434","22313026","1.12","40","17.73","0.89","200.74","4001.01","356000","100","20250318","3690","20250303","2534"
"7962","キングジム","東証PR","その他製品","27338","31459692","1.61","14","49.86","1.01","17.43","859.17","86900","100","20250328","884","20250407","800"
"7963","興研","東証ST","その他製品","8166","5104003","2.19","35","9.89","0.61","161.76","2635.81","160000","100","20250108","1700","20250407","1470"
"7965","象印マホービン","東証PR","電気機器","98881","72600000","2.94","40","21.02","1","64.79","1355.92","136200","100","20250106","1798","20250407","1195"
"7966","リンテック","東証PR","その他製品","197169","72488740","3.68","100","13.29","0.77","204.61","3548.29","272000","100","20250106","3045","20250407","2316"
"7970","信越ポリマー","東証PR","化学","119969","82623376","-","-","-","0.95","-","1525.86","145200","100","20250129","1695","20250407","1246"
"7971","東リ","東証ST","化学","28682","60129249","4.4","21","8.04","0.61","59.32","785.69","47700","100","20250424","502","20250407","388"
"7972","イトーキ","東証PR","その他製品","95128","53382850","3.65","65","10.96","1.78","162.59","1001.13","178200","100","20250502","1838","20250407","1356"
"7974","任天堂","東証PR","その他製品","16051808","1298690000","0.94","116","53.3","5.35","231.91","2311.83","1236000","100","20250502","12540","20250108","8888"
"7975","リヒトラブ","東証ST","その他製品","4186","3815700","2.28","25","14.89","0.35","73.68","3135.12","109700","100","20250226","1314","20250407","1000"
"7976","三菱鉛筆","東証PR","その他製品","136796","61042592","2.14","48","12.89","0.97","173.88","2301.68","224100","100","20250217","2715","20250205","2133"
"7979","松風","東証PR","精密機器","77410","35788178","2.03","44","17.33","1.82","124.81","1186.31","216300","100","20250218","2320","20250407","1790"
"7980","重松製作所","東証ST","その他製品","5530","7200000","1.95","15","8.81","0.64","87.18","1202.76","76800","100","20250108","870","20250407","727"
"7981","タカラスタンダード","東証PR","その他製品","121862","67252994","3.09","56","12.74","0.64","142.22","2843.2","181200","100","20250205","1927","20250407","1578"
"7983","ミロク","東証ST","その他製品","3165","3005441","0.95","10","17.26","0.23","61.02","4482.01","105300","100","20250417","1277","20250407","982"
"7984","コクヨ","東証PR","その他製品","342424","115742463","3.08","91","16.68","1.27","177.38","2321.96","295850","100","20250328","2994","20250407","2449"
"7985","ネポン","東証ST","金属製品","1410","962948","0.68","10","140.23","0.54","10.44","2690.35","146400","100","20250129","1600","20250409","1360"
"7986","日本アイ・エス・ケイ","東証ST","その他製品","2680","1776000","1.99","30","6.25","0.55","241.5","2722.25","150900","100","20250415","1780","20250407","1371"
"7987","ナカバヤシ","東証ST","その他製品","15088","28794294","4.2","22","9.34","0.52","56.09","1007.52","52400","100","20250306","550","20250407","450"
"7988","ニフコ","東証PR","化学","353506","100257053","2.13","75","10.41","1.34","338.82","2627.41","352600","100","20250108","3905","20250407","3068"
"7989","立川ブラインド工業","東証PR","金属製品","31208","20763600","3.66","55","10.42","0.57","144.27","2636.03","150300","100","20250328","1555","20250407","1302"
"7990","グローブライド","東証PR","その他製品","44928","24000000","4.27","80","9.15","0.74","204.49","2522.8","187200","100","20250306","2035","20250407","1620"
"7991","マミヤ・オーピー","東証ST","機械","14166","10508670","6.68","90","3.01","0.56","447.18","2386.13","134800","100","20250206","1791","20250407","1114"
"7992","セーラー万年筆","東証ST","その他製品","3470","29659554","0","0","-","2.76","0","42.42","11700","100","20250414","178","20250117","96"
"7994","オカムラ","東証PR","その他製品","198525","100621021","4.56","90","9.34","1.09","211.32","1817.09","197300","100","20250321","2061","20250407","1655"
"7995","バルカー","東証PR","化学","56066","18688733","5","150","10.56","1.1","284.18","2732.51","300000","100","20250127","3590","20250407","2493"
"7997","くろがね工作所","東証ST","その他製品","1419","1857113","2.62","20","18.59","0.3","41.09","2582.44","76400","100","20250423","909","20250407","667"
"7999","MUTOHホールディングス","東証ST","電気機器","14366","5054818","4.22","120","10","0.55","284.21","5213.07","284200","100","20250220","3310","20250407","2421"
"8001","伊藤忠商事","東証PR","卸売","11160792","1584889504","2.84","200","11.47","1.72","613.81","4085.24","704200","100","20250106","7914","20250407","5873"
"8002","丸紅","東証PR","卸売","4211683","1660758361","3.75","95","8.43","1.13","300.84","2238.19","253600","100","20250319","2616","20250407","1878"
"8005","スクロール","東証PR","小売","35344","34415000","5.01","51.5","8.02","0.98","128.07","1044.31","102700","100","20250204","1135","20250407","882"
"8006","ユアサ・フナショク","東証ST","卸売","20130","4897723","2.43","100","10.67","0.47","385.24","8694.29","411000","100","20250423","4310","20250407","3640"
"8007","高島","東証PR","卸売","22563","17262892","6.12","80","14.01","0.95","93.31","1379.31","130700","100","20250321","1374","20250407","1109"
"8008","ヨンドシーホールディングス","東証PR","小売","42848","24331356","4.71","83","23.62","0.97","74.54","1812.89","176100","100","20250128","1932","20250407","1640"
"8011","三陽商会","東証PR","繊維製品","34145","12622934","5.14","139","7.04","0.73","384.27","3681.79","270500","100","20250123","3150","20250407","2405"
"8012","長瀬産業","東証PR","卸売","290603","114908285","3.56","90","10.07","0.7","251.19","3609.26","252900","100","20250106","3251","20250407","2228"
"8013","ナイガイ","東証ST","繊維製品","2161","8217281","0","0","17.85","0.33","14.73","805.28","26300","100","20250317","275","20250130","214"
"8014","蝶理","東証PR","卸売","85652","25303478","4.25","144","7.58","0.91","446.32","3733.26","338500","100","20250106","3900","20250407","2420"
"8015","豊田通商","東証PR","卸売","3127027","1062169548","3.74","110","9.14","1.18","322.07","2485.89","294400","100","20250502","3003","20250407","2072"
"8016","オンワードホールディングス","東証PR","繊維製品","89542","157921669","5.29","30","7.7","0.91","73.67","620.43","56700","100","20250130","633","20250407","492"
"8018","三共生興","東証ST","卸売","28980","46000000","4.29","27","11.77","0.48","53.54","1324.98","63000","100","20250306","674","20250407","529"
"8020","兼松","東証PR","卸売","208927","84500202","4.25","105","7.65","1.19","323.06","2080.19","247250","100","20250319","2680","20250407","2030"
"8022","美津濃","東証PR","その他製品","202526","79734729","1.97","50","12.99","1.29","195.49","1970.15","254000","100","20250207","3130","20250407","2077"
"8023","DAIKO_XTECH","東証ST","情報通信","11885","13868408","3.5","30","7.69","0.93","111.4","925.92","85700","100","20250305","930","20250407","754"
"8025","ツカモトコーポレーション","東証ST","卸売","5006","4069747","2.44","30","33.09","0.36","37.17","3428.17","123000","100","20250501","1298","20250130","991"
"8029","ルックホールディングス","東証ST","繊維製品","18536","7772113","4.19","100","8.86","0.47","269.15","5083.79","238500","100","20250423","2475","20250108","2126"
"8030","中央魚類","東証ST","卸売","14176","4315300","3.35","110","4.95","0.41","663.42","7967.59","328500","100","20250131","4180","20250407","2720"
"8031","三井物産","東証PR","卸売","8085226","2905741576","4.13","115","10.38","1.06","267.94","2626.04","278250","100","20250106","3351","20250407","2366"
"8032","日本紙パルプ商事","東証PR","卸売","92082","150215510","4.08","25","8.39","0.58","73.06","1062.73","61300","100","20250106","685","20250407","516"
"8035","東京エレクトロン","東証PR","電気機器","9970316","471632733","2.92","618","17.11","5.26","1235.51","4016.34","2114000","100","20250123","28395","20250407","16560"
"8037","カメイ","東証PR","卸売","62850","32991969","3.31","63","6.63","0.4","287.21","4744.26","190500","100","20250326","2170","20250407","1600"
"8038","東都水産","東証ST","卸売","30074","4026000","0","0","13.96","1.04","535.04","7212.02","747000","100","20250207","7540","20250130","5250"
"8039","築地魚市場","東証ST","卸売","8676","2253520","0.91","35","34.54","1.3","111.45","2958.45","385000","100","20250328","4060","20250124","3155"
"8040","東京ソワール","東証ST","繊維製品","3235","3860000","5.37","45","8.74","0.28","95.88","2952.78","83800","100","20250324","850","20250122","725"
"8041","OUGホールディングス","東証ST","卸売","17243","5562292","3.1","96","4.18","0.49","742.12","6386.77","310000","100","20250325","3320","20250130","2553"
"8043","スターゼン","東証PR","卸売","67997","58567656","3.16","36.67","6.16","0.82","188.4","1419.42","116100","100","20250423","1356","20250407","892"
"8045","横浜丸魚","東証ST","卸売","6913","7261706","3.15","30","14.43","0.37","65.97","2597.22","95200","100","20250225","1044","20250407","863"
"8046","丸藤シートパイル","東証ST","卸売","11288","4000000","3.9","110","7.83","0.33","360.42","8477.56","282200","100","20250327","2925","20250407","2537"
"8050","セイコーグループ","東証PR","精密機器","158992","41404261","2.47","95","12.54","0.95","306.22","4030.2","384000","100","20250130","5450","20250407","3205"
"8051","山善","東証PR","卸売","131426","95305435","3.7","51","15.77","0.93","87.47","1487.27","137900","100","20250421","1444","20250407","1211"
"8052","椿本興業","東証PR","卸売","42516","19493907","2.75","60","10.46","0.95","208.56","2304","218100","100","20250307","2255","20250407","1860"
"8053","住友商事","東証PR","卸売","4242481","1211099367","4","140","7.44","0.91","471.07","3841.68","350300","100","20250319","3696","20250407","2786"
"8056","BIPROGY","東証PR","情報通信","546301","100663524","2.21","120","18.37","3.15","295.37","1721.81","542700","100","20250502","5450","20250407","4079"
"8057","内田洋行","東証PR","卸売","82000","10419371","2.8","220","10.34","1.2","761.42","6547.57","787000","100","20250317","8100","20250407","6300"
"8058","三菱商事","東証PR","卸売","10621124","4022391153","3.79","100","11.18","1.13","236.13","2328.43","264050","100","20250319","2842","20250407","2257"
"8059","第一実業","東証PR","卸売","73119","32759200","4.12","92","8.05","0.91","277.36","2451.6","223200","100","20250106","2933","20250407","1861"
"8060","キヤノンマーケティングジャパン","東証PR","卸売","561731","111079972","2.97","150","13.94","1.44","362.69","3502.82","505700","100","20250130","5349","20250407","4486"
"8061","西華産業","東証PR","卸売","53348","12320650","5.08","220","6.94","1.17","624.32","3695.79","433000","100","20250214","5010","20250407","3585"
"8065","佐藤商事","東証PR","卸売","31674","21799050","5.02","73","5.51","0.45","263.56","3202.33","145300","100","20250326","1595","20250407","1225"
"8066","三谷商事","東証ST","卸売","176358","91000000","3.25","63","9.07","1","213.62","1937.61","193800","100","20250317","2167","20250407","1597"
"8070","東京産業","東証PR","卸売","19817","28678486","5.21","36","11.25","0.91","61.4","760.89","69100","100","20250327","750","20250407","587"
"8074","ユアサ商事","東証PR","卸売","97682","22100000","4.3","190","7.74","0.89","570.77","4990.1","442000","100","20250318","4815","20250407","3710"
"8075","神鋼商事","東証PR","卸売","49894","26581686","5.33","100","6.12","0.56","306.69","3379.61","187700","100","20250106","2090","20250407","1513"
"8076","カノークス","東証ST","卸売","19309","11103500","5.98","104","8.07","0.51","215.42","3388.51","173900","100","20250324","1900","20250407","1453"
"8077","トルク","東証ST","卸売","6526","28007448","2.58","6","5.95","0.42","39.16","555.91","23300","100","20250225","278","20250407","207"
"8078","阪和興業","東証PR","卸売","201715","42332640","4.41","210","4.48","0.52","1064.04","9120.97","476500","100","20250321","5360","20250407","4005"
"8079","正栄食品工業","東証PR","卸売","70709","17100000","1.45","60","23.22","1.28","178.07","3236.46","413500","100","20250423","4365","20250221","3730"
"8081","カナデン","東証PR","卸売","32243","22500000","4.33","62","9.34","0.71","153.42","2021.05","143300","100","20250319","1566","20250407","1257"
"8084","RYODEN","東証PR","卸売","51869","21612037","4.42","106","12.23","0.6","196.23","3976.14","240000","100","20250319","2646","20250407","2050"
"8085","ナラサキ産業","東証ST","卸売","14842","5325600","3.77","105","6.4","0.58","435.2","4830.11","278700","100","20250312","3140","20250407","2337"
"8086","ニプロ","東証PR","精密機器","218697","171459479","2.51","32","13.17","0.89","96.88","1430.09","127550","100","20250106","1504","20250407","1241"
"8088","岩谷産業","東証PR","卸売","319864","234246596","2.38","32.5","5.82","0.82","234.65","1657.49","136550","100","20250110","1846","20250407","1166"
"8089","ナイス","東証ST","卸売","19221","12180419","4.12","65","5.84","0.35","270.39","4482.26","157800","100","20250425","1742","20250130","1412"
"8091","ニチモウ","東証PR","卸売","17630","9008800","4.6","90","6.27","0.54","312.03","3625.12","195700","100","20250129","2018","20250407","1659"
"8093","極東貿易","東証PR","卸売","19331","12471836","4.52","70","5.46","0.68","283.78","2294.81","155000","100","20250319","1740","20250407","1315"
"8095","アステナホールディングス","東証PR","卸売","19809","41097566","3.73","18","17.64","0.77","27.33","622.49","48200","100","20250502","485","20250407","387"
"8097","三愛オブリ","東証PR","卸売","111210","66000000","5.93","100","11.27","0.93","149.57","1804.73","168500","100","20250106","1898","20250407","1478"
"8098","稲畑産業","東証PR","卸売","167972","54714127","4.07","125","8.37","0.78","366.7","3934.2","307000","100","20250106","3365","20250407","2701"
"8101","GSIクレオス","東証PR","卸売","23984","12629942","5","95","10.09","0.81","188.25","2358.59","189900","100","20250106","2281","20250407","1631"
"8103","明和産業","東証PR","卸売","26539","40332400","5.78","38","8.82","0.69","74.64","957.04","65800","100","20250319","744","20250407","593"
"8104","クワザワホールディングス","東証ST","卸売","8932","16694496","2.8","15","10.07","0.5","53.14","1074.18","53500","100","20250106","702","20250407","428"
"8105","堀田丸正","東証ST","卸売","2445","59640348","0","0","39.05","0.81","1.05","50.81","4100","100","20250325","52","20250407","35"
"8107","キムラタン","東証ST","繊維製品","15859","255784410","0","0","172.22","13.96","0.36","4.44","6200","100","20250217","68","20250109","28"
"8111","ゴールドウイン","東証PR","繊維製品","386228","47448172","2","163","15.22","3.43","534.66","2375.83","814000","100","20250106","8984","20250307","6989"
"8113","ユニ・チャーム","東証PR","化学","2501341","1862502957","1.34","18","27.34","3.06","49.12","439.46","134300","100","20250423","1364","20250225","1108"
"8115","ムーンバット","東証ST","卸売","4708","4774719","4.46","44","8.9","0.81","110.84","1223.64","98600","100","20250326","1027","20250407","828"
"8117","中央自動車工業","東証ST","卸売","101381","60060000","2.73","46","11.51","1.74","146.7","970.97","168800","100","20250502","1773","20250407","1391"
"8118","キング","東証ST","繊維製品","19173","24771561","2.33","18","15.86","0.56","48.81","1394.3","77400","100","20250428","800","20250130","651"
"8119","三栄コーポレーション","東証ST","卸売","10937","10211784","2.71","29","11.24","0.78","95.28","1380.6","107100","100","20250425","1146","20250407","777"
