SC,名称,市場,業種,時価総額(百万円),発行済株式数,配当利回り（予想）,1株配当（予想）,PER（予想）,PBR（実績）,EPS（予想）,BPS（実績）,最低購入額,単元株,高値日付,年初来高値,安値日付,年初来安値
7775,大研医器,東証ST,精密機器,15220,31840000,4.6,22,13.33,1.87,35.85,255.64,47800,100,20250106,524,20250407,445
7781,平山ホールディングス,東証ST,精密機器,8068,8149200,5.05,50,8.87,1.59,111.57,621.18,99000,100,20250107,1084,20250407,871
7791,ドリームベッド,東証ST,その他製品,3339,4152820,4.1,33,8.42,0.74,95.44,1087,80400,100,20250212,896,20250407,663
7792,コラントッテ,東証GR,その他製品,10287,9063300,3.17,36,9.35,2.36,121.41,481.39,113500,100,20250212,1232,20250407,937
7795,KYORITSU,東証ST,その他製品,8075,49235000,4.57,7.5,7.17,0.42,22.86,390.15,16400,100,20250131,180,20250407,133
7800,アミファ,東証ST,その他製品,1993,3235000,3.9,24,13.77,0.92,44.72,666.21,61600,100,20250421,713,20250407,563
7804,ビーアンドピー,東証ST,その他製品,4570,2305800,3.53,70,10.67,1.34,185.71,1479.74,198200,100,20250328,2380,20250115,1780
7811,中本パックス,東証ST,その他製品,15121,8920791,4.01,68,7.52,0.78,225.49,2165.73,169500,100,20250107,1818,20250407,1500
7812,クレステック,東証ST,その他製品,5653,3248900,4.37,76,6.99,0.63,248.85,2743.56,174000,100,20250326,1890,20250407,1450
7817,パラマウントベッドホールディングス,東証PR,その他製品,132477,57598692,4.22,97,15.51,0.96,148.25,2396.24,230000,100,20250128,2894,20250407,2120
7819,粧美堂,東証ST,その他製品,7443,13410000,4.14,23,9.4,1.04,59.05,534.38,55500,100,20250212,575,20250407,480
7820,ニホンフラッシュ,東証PR,その他製品,20324,25060000,4.44,36,16.05,0.57,50.53,1419.02,81100,100,20250327,840,20250407,741
7822,永大産業,東証ST,その他製品,10292,46783800,4.55,10,-,0.22,-6.79,994.7,22000,100,20250425,272,20250407,195
7823,アートネイチャー,東証ST,その他製品,26655,34393200,3.61,28,25.84,0.95,29.99,815.66,77500,100,20250106,828,20250407,701
7826,フルヤ金属,東証PR,その他製品,64921,25389636,3.75,96,7.48,1.02,342.01,2518.5,255700,100,20250106,3650,20250407,2020
7827,オービス,東証ST,その他製品,2381,1775469,4.25,57,5.93,0.44,225.96,3022.48,134100,100,20250414,1515,20250407,1220
7833,アイフィスジャパン,東証ST,その他製品,5674,10242000,3.88,21.5,10.47,0.94,52.93,588.52,55400,100,20250312,557,20250407,510
7839,SHOEI,東証PR,その他製品,87500,53713716,3.62,59,13.76,2.99,118.36,544.97,162900,100,20250107,2270,20250407,1428
7840,フランスベッドホールディングス,東証PR,その他製品,44095,34747500,3.07,39,14.61,1.12,86.83,1134.77,126900,100,20250327,1358,20250407,1110
7841,遠藤製作所,東証ST,その他製品,11217,9441800,3.37,40,9.93,0.47,119.66,2530.14,118800,100,20250328,1435,20250407,1013
7847,グラファイトデザイン,東証ST,その他製品,4376,6945600,4.76,30,19.93,0.81,31.61,777.54,63000,100,20250114,825,20250407,563
7849,スターツ出版,東証ST,情報通信,14650,3840000,3.15,120,8.47,1.5,450.57,2543.7,381500,100,20250317,4150,20250204,2931
7856,萩原工業,東証PR,その他製品,21348,14897600,4.54,65,8.94,0.67,160.38,2148.78,143300,100,20250106,1598,20250407,1330
7860,エイベックス,東証PR,情報通信,58614,45792500,3.91,50,31.3,1.06,40.9,1202.12,128000,100,20250128,1505,20250407,1161
7863,平賀,東証ST,その他製品,4289,4015585,3.75,40,7.69,0.74,138.95,1445.78,106800,100,20250416,1360,20250210,965
7871,フクビ化学工業,東証ST,化学,16489,20688425,3.26,26,9.2,0.43,86.66,1853.09,79700,100,20250325,865,20250407,688
7872,エステールホールディングス,東証ST,その他製品,6555,11459223,4.72,27,119.92,0.51,4.77,1119,57200,100,20250106,625,20250407,536
7875,竹田iPホールディングス,東証ST,その他製品,8298,8781000,3.49,33,8.72,0.45,108.32,2107.83,94500,100,20250327,1023,20250407,810
7877,永大化工,東証ST,化学,2197,1460000,3.99,60,10.98,0.28,137.07,5378.11,150500,100,20250319,1592,20250407,1440
7879,ノダ,東証ST,その他製品,11513,17339200,5.42,36,25.99,0.32,25.55,2106.1,66400,100,20250107,739,20250407,630
7888,三光合成,東証PR,化学,18536,30688569,3.97,24,6.35,0.59,95.13,1017.63,60400,100,20250328,699,20250407,475
7893,プロネクサス,東証PR,その他製品,33648,27716688,4.28,52,63.2,1.13,19.21,1072.36,121400,100,20250106,1351,20250407,1076
7896,セブン工業,東証ST,その他製品,2337,4673250,4.0,20,31.89,0.35,15.68,1414.4,50000,100,20250131,556,20250106,447
7908,きもと,東証ST,化学,12324,54772564,3.11,7,12.68,0.54,17.74,417.66,22500,100,20250131,323,20250407,212
7914,共同印刷,東証PR,その他製品,35087,33480000,3.34,35,9.2,0.46,113.87,2289.13,104800,100,20250430,1144,20250407,842
7915,NISSHA,東証PR,その他製品,62756,50855638,4.05,50,14.73,0.52,83.78,2391.31,123400,100,20250107,1689,20250411,1061
7916,光村印刷,東証ST,その他製品,4044,3103420,3.84,50,79.84,0.23,16.32,5721.62,130300,100,20250428,1419,20250407,1205
7917,ZACROS,東証PR,化学,75915,19267760,3.2,126,10.94,0.82,360.24,4803.89,394000,100,20250318,4420,20250407,3455
7919,野崎印刷紙業,東証ST,その他製品,3863,21460000,4.17,7.5,5.6,0.67,32.14,267.33,18000,100,20250327,222,20250407,141
7923,トーイン,東証ST,その他製品,4305,6377500,3.33,22.5,6.53,0.32,103.31,2086.45,67500,100,20250417,738,20250205,615
7925,前澤化成工業,東証PR,化学,27641,15732000,3.41,60,17.98,0.64,97.71,2763.13,175700,100,20250327,1895,20250407,1575
7927,ムトー精工,東証ST,化学,11099,7739548,6.52,93.5,6.14,0.53,233.48,2728.65,143400,100,20250106,1730,20250407,1181
7931,未来工業,東証PR,化学,88985,25607086,3.74,130,13.23,1.06,262.72,3263.69,347500,100,20250129,3945,20250407,3105
7932,ニッピ,東証ST,その他製品,15832,2889000,4.01,220,7.88,0.4,695.46,13642.13,548000,100,20250210,6180,20250407,4900
7937,ツツミ,東証ST,その他製品,36262,15630000,3.45,80,22.95,0.54,101.11,4310.6,232000,100,20250502,2399,20250407,1986
7938,リーガルコーポレーション,東証ST,その他製品,7527,3250000,3.02,70,11.59,0.6,199.75,3843.29,231600,100,20250210,2822,20250407,2082
7939,研創,東証ST,その他製品,2060,4022774,4.1,21,12.09,0.61,42.35,840.34,51200,100,20250421,606,20250418,480
7940,ウェーブロックホールディングス,東証ST,化学,6216,11120538,5.37,30,10.72,0.29,52.13,1909.83,55900,100,20250109,725,20250407,481
7942,JSP,東証PR,化学,59403,31413473,4.23,80,9.91,0.49,190.79,3855.23,189100,100,20250106,2198,20250407,1627
7943,ニチハ,東証PR,ガラス土石,106747,37324264,3.99,114,22.01,0.8,129.97,3554.79,286000,100,20250319,3170,20250407,2676
7944,ローランド,東証PR,その他製品,87583,26580659,5.16,170,12.65,1.96,260.4,1677.22,329500,100,20250217,4030,20250409,2835
7949,小松ウオール工業,東証PR,その他製品,45203,19721980,5.67,130,13.73,1.06,166.99,2153.83,229200,100,20250502,2319,20250407,1283
7952,河合楽器製作所,東証PR,その他製品,23763,9011560,3.6,95,-,0.54,-46.51,4900.17,263700,100,20250319,3300,20250409,2320
7953,菊水化学工業,東証ST,その他製品,4677,12744054,4.63,17,17.63,0.48,20.82,767.1,36700,100,20250214,400,20250407,339
7955,クリナップ,東証PR,その他製品,23963,37442374,4.84,31,24.3,0.4,26.34,1585.46,64000,100,20250327,693,20250407,581
7956,ピジョン,東証PR,その他製品,208514,121653486,4.43,76,24.4,2.53,70.24,678.53,171400,100,20250318,1909,20250117,1385
7957,フジコピアン,東証ST,その他製品,2575,1789487,4.45,64,110.1,0.21,13.07,6902.78,143900,100,20250220,1699,20250410,1350
7966,リンテック,東証PR,その他製品,197169,72488740,3.68,100,13.29,0.77,204.61,3548.29,272000,100,20250106,3045,20250407,2316
7971,東リ,東証ST,化学,28682,60129249,4.4,21,8.04,0.61,59.32,785.69,47700,100,20250424,502,20250407,388
7972,イトーキ,東証PR,その他製品,95128,53382850,3.65,65,10.96,1.78,162.59,1001.13,178200,100,20250502,1838,20250407,1356
7981,タカラスタンダード,東証PR,その他製品,121862,67252994,3.09,56,12.74,0.64,142.22,2843.2,181200,100,20250205,1927,20250407,1578
7984,コクヨ,東証PR,その他製品,342424,115742463,3.08,91,16.68,1.27,177.38,2321.96,295850,100,20250328,2994,20250407,2449
7987,ナカバヤシ,東証ST,その他製品,15088,28794294,4.2,22,9.34,0.52,56.09,1007.52,52400,100,20250306,550,20250407,450
7989,立川ブラインド工業,東証PR,金属製品,31208,20763600,3.66,55,10.42,0.57,144.27,2636.03,150300,100,20250328,1555,20250407,1302
7990,グローブライド,東証PR,その他製品,44928,24000000,4.27,80,9.15,0.74,204.49,2522.8,187200,100,20250306,2035,20250407,1620
7991,マミヤ・オーピー,東証ST,機械,14166,10508670,6.68,90,3.01,0.56,447.18,2386.13,134800,100,20250206,1791,20250407,1114
7994,オカムラ,東証PR,その他製品,198525,100621021,4.56,90,9.34,1.09,211.32,1817.09,197300,100,20250321,2061,20250407,1655
7995,バルカー,東証PR,化学,56066,18688733,5.0,150,10.56,1.1,284.18,2732.51,300000,100,20250127,3590,20250407,2493
7999,MUTOHホールディングス,東証ST,電気機器,14366,5054818,4.22,120,10,0.55,284.21,5213.07,284200,100,20250220,3310,20250407,2421
8002,丸紅,東証PR,卸売,4211683,1660758361,3.75,95,8.43,1.13,300.84,2238.19,253600,100,20250319,2616,20250407,1878
8005,スクロール,東証PR,小売,35344,34415000,5.01,51.5,8.02,0.98,128.07,1044.31,102700,100,20250204,1135,20250407,882
8007,高島,東証PR,卸売,22563,17262892,6.12,80,14.01,0.95,93.31,1379.31,130700,100,20250321,1374,20250407,1109
8008,ヨンドシーホールディングス,東証PR,小売,42848,24331356,4.71,83,23.62,0.97,74.54,1812.89,176100,100,20250128,1932,20250407,1640
8011,三陽商会,東証PR,繊維製品,34145,12622934,5.14,139,7.04,0.73,384.27,3681.79,270500,100,20250123,3150,20250407,2405
8012,長瀬産業,東証PR,卸売,290603,114908285,3.56,90,10.07,0.7,251.19,3609.26,252900,100,20250106,3251,20250407,2228
8014,蝶理,東証PR,卸売,85652,25303478,4.25,144,7.58,0.91,446.32,3733.26,338500,100,20250106,3900,20250407,2420
8015,豊田通商,東証PR,卸売,3127027,1062169548,3.74,110,9.14,1.18,322.07,2485.89,294400,100,20250502,3003,20250407,2072
8016,オンワードホールディングス,東証PR,繊維製品,89542,157921669,5.29,30,7.7,0.91,73.67,620.43,56700,100,20250130,633,20250407,492
8018,三共生興,東証ST,卸売,28980,46000000,4.29,27,11.77,0.48,53.54,1324.98,63000,100,20250306,674,20250407,529
8020,兼松,東証PR,卸売,208927,84500202,4.25,105,7.65,1.19,323.06,2080.19,247250,100,20250319,2680,20250407,2030
8023,DAIKO_XTECH,東証ST,情報通信,11885,13868408,3.5,30,7.69,0.93,111.4,925.92,85700,100,20250305,930,20250407,754
8029,ルックホールディングス,東証ST,繊維製品,18536,7772113,4.19,100,8.86,0.47,269.15,5083.79,238500,100,20250423,2475,20250108,2126
8030,中央魚類,東証ST,卸売,14176,4315300,3.35,110,4.95,0.41,663.42,7967.59,328500,100,20250131,4180,20250407,2720
8031,三井物産,東証PR,卸売,8085226,2905741576,4.13,115,10.38,1.06,267.94,2626.04,278250,100,20250106,3351,20250407,2366
8032,日本紙パルプ商事,東証PR,卸売,92082,150215510,4.08,25,8.39,0.58,73.06,1062.73,61300,100,20250106,685,20250407,516
8037,カメイ,東証PR,卸売,62850,32991969,3.31,63,6.63,0.4,287.21,4744.26,190500,100,20250326,2170,20250407,1600
8040,東京ソワール,東証ST,繊維製品,3235,3860000,5.37,45,8.74,0.28,95.88,2952.78,83800,100,20250324,850,20250122,725
8041,OUGホールディングス,東証ST,卸売,17243,5562292,3.1,96,4.18,0.49,742.12,6386.77,310000,100,20250325,3320,20250130,2553
8043,スターゼン,東証PR,卸売,67997,58567656,3.16,36.67,6.16,0.82,188.4,1419.42,116100,100,20250423,1356,20250407,892
8045,横浜丸魚,東証ST,卸売,6913,7261706,3.15,30,14.43,0.37,65.97,2597.22,95200,100,20250225,1044,20250407,863
8046,丸藤シートパイル,東証ST,卸売,11288,4000000,3.9,110,7.83,0.33,360.42,8477.56,282200,100,20250327,2925,20250407,2537
8051,山善,東証PR,卸売,131426,95305435,3.7,51,15.77,0.93,87.47,1487.27,137900,100,20250421,1444,20250407,1211
8053,住友商事,東証PR,卸売,4242481,1211099367,4.0,140,7.44,0.91,471.07,3841.68,350300,100,20250319,3696,20250407,2786
8058,三菱商事,東証PR,卸売,10621124,4022391153,3.79,100,11.18,1.13,236.13,2328.43,264050,100,20250319,2842,20250407,2257
8059,第一実業,東証PR,卸売,73119,32759200,4.12,92,8.05,0.91,277.36,2451.6,223200,100,20250106,2933,20250407,1861
8061,西華産業,東証PR,卸売,53348,12320650,5.08,220,6.94,1.17,624.32,3695.79,433000,100,20250214,5010,20250407,3585
8065,佐藤商事,東証PR,卸売,31674,21799050,5.02,73,5.51,0.45,263.56,3202.33,145300,100,20250326,1595,20250407,1225
8066,三谷商事,東証ST,卸売,176358,91000000,3.25,63,9.07,1,213.62,1937.61,193800,100,20250317,2167,20250407,1597
8070,東京産業,東証PR,卸売,19817,28678486,5.21,36,11.25,0.91,61.4,760.89,69100,100,20250327,750,20250407,587
8074,ユアサ商事,東証PR,卸売,97682,22100000,4.3,190,7.74,0.89,570.77,4990.1,442000,100,20250318,4815,20250407,3710
8075,神鋼商事,東証PR,卸売,49894,26581686,5.33,100,6.12,0.56,306.69,3379.61,187700,100,20250106,2090,20250407,1513
8076,カノークス,東証ST,卸売,19309,11103500,5.98,104,8.07,0.51,215.42,3388.51,173900,100,20250324,1900,20250407,1453
8078,阪和興業,東証PR,卸売,201715,42332640,4.41,210,4.48,0.52,1064.04,9120.97,476500,100,20250321,5360,20250407,4005
8081,カナデン,東証PR,卸売,32243,22500000,4.33,62,9.34,0.71,153.42,2021.05,143300,100,20250319,1566,20250407,1257
8084,RYODEN,東証PR,卸売,51869,21612037,4.42,106,12.23,0.6,196.23,3976.14,240000,100,20250319,2646,20250407,2050
8085,ナラサキ産業,東証ST,卸売,14842,5325600,3.77,105,6.4,0.58,435.2,4830.11,278700,100,20250312,3140,20250407,2337
8089,ナイス,東証ST,卸売,19221,12180419,4.12,65,5.84,0.35,270.39,4482.26,157800,100,20250425,1742,20250130,1412
8091,ニチモウ,東証PR,卸売,17630,9008800,4.6,90,6.27,0.54,312.03,3625.12,195700,100,20250129,2018,20250407,1659
8093,極東貿易,東証PR,卸売,19331,12471836,4.52,70,5.46,0.68,283.78,2294.81,155000,100,20250319,1740,20250407,1315
8095,アステナホールディングス,東証PR,卸売,19809,41097566,3.73,18,17.64,0.77,27.33,622.49,48200,100,20250502,485,20250407,387
8097,三愛オブリ,東証PR,卸売,111210,66000000,5.93,100,11.27,0.93,149.57,1804.73,168500,100,20250106,1898,20250407,1478
8098,稲畑産業,東証PR,卸売,167972,54714127,4.07,125,8.37,0.78,366.7,3934.2,307000,100,20250106,3365,20250407,2701
8101,GSIクレオス,東証PR,卸売,23984,12629942,5.0,95,10.09,0.81,188.25,2358.59,189900,100,20250106,2281,20250407,1631
8103,明和産業,東証PR,卸売,26539,40332400,5.78,38,8.82,0.69,74.64,957.04,65800,100,20250319,744,20250407,593
8115,ムーンバット,東証ST,卸売,4708,4774719,4.46,44,8.9,0.81,110.84,1223.64,98600,100,20250326,1027,20250407,828
8123,川辺,東証ST,卸売,2568,1861000,3.62,50,8.9,0.36,155.06,3832.61,138000,100,20250501,1550,20250409,1220
8125,ワキタ,東証PR,卸売,90361,52021297,5.76,100,23.48,0.85,73.97,2038.5,173700,100,20250129,1840,20250407,1497
8127,ヤマトインターナショナル,東証ST,繊維製品,7435,21302936,4.58,16,35.87,0.42,9.73,838.64,34900,100,20250313,362,20250407,294
8130,サンゲツ,東証PR,卸売,170082,59200000,5.22,150,15.34,1.58,187.23,1821.79,287300,100,20250207,3040,20250407,2608
8133,伊藤忠エネクス,東証PR,卸売,182685,116881106,3.97,62,11.02,1.02,141.87,1527.64,156300,100,20250203,1725,20250407,1368
8135,ゼット,東証ST,卸売,8141,20102000,4.44,18,2.83,0.56,143.04,723.84,40500,100,20250227,494,20250407,356
8137,サンワテクノス,東証PR,卸売,33805,16044000,5.7,120,12.28,0.68,171.54,3115.04,210700,100,20250130,2327,20250407,1765
8142,トーホー,東証PR,卸売,35239,11012166,4.69,150,7.32,1.12,436.95,2857.14,320000,100,20250318,3590,20250228,2486
8144,デンキョーグループホールディングス,東証ST,卸売,7651,6665021,3.48,40,22.37,0.26,51.31,4398.82,114800,100,20250321,1239,20250407,1060
8150,三信電気,東証PR,卸売,32546,16281373,6.0,120,8.14,0.6,245.57,3328.01,199900,100,20250319,2212,20250407,1650
8151,東陽テクニカ,東証PR,卸売,35502,26085000,5.07,69,16.71,1.08,81.43,1262.36,136100,100,20250306,1494,20250407,1170
8154,加賀電子,東証PR,卸売,147644,57404236,4.28,110,7.51,0.83,342.54,3105.06,257200,100,20250106,2900,20250407,2183
8157,都築電気,東証PR,情報通信,46078,18977894,3.75,91,10.71,1.08,226.72,2256.48,242800,100,20250122,3045,20250407,1839
8158,ソーダニッカ,東証PR,卸売,23106,22968000,3.98,40,10.84,0.77,92.78,1301.18,100600,100,20250206,1190,20250407,820
8159,立花エレテック,東証PR,卸売,58384,25025242,4.29,100,8.49,0.58,274.95,4022.22,233300,100,20250129,2695,20250407,1957
8173,上新電機,東証PR,小売,61656,28000000,4.54,100,15.07,0.55,146.08,4002.5,220200,100,20250131,2376,20250407,1886
8174,日本瓦斯,東証PR,小売,287371,112827198,4.04,103,19.83,4.12,128.42,618.67,254700,100,20250430,2650,20250117,2108
8185,チヨダ,東証PR,小売,42305,35609996,4.55,54,15.2,0.8,78.15,1478.55,118800,100,20250122,1420,20250407,915
8194,ライフコーポレーション,東証PR,小売,202649,98901600,3.17,65,9.85,1.28,208.05,1600.06,204900,100,20250422,2115,20250110,1675
8203,ミスターマックス・ホールディングス,東証PR,小売,26143,39611134,3.79,25,8.14,0.61,81.11,1083.21,66000,100,20250106,718,20250407,586
8214,AOKIホールディングス,東証PR,小売,122956,86649504,5.29,75,12.49,0.87,113.61,1622.72,141900,100,20250502,1423,20250407,1112
8219,青山商事,東証PR,小売,102098,50394016,6.27,127,11.06,0.58,183.24,3510.55,202600,100,20250106,2264,20250407,1764
8230,はせがわ,東証ST,小売,5836,18646376,4.79,15,8.25,0.47,37.93,666.33,31300,100,20250414,336,20250407,288
8252,丸井グループ,東証PR,小売,591657,208660417,3.74,106,19.99,2.12,141.85,1336.12,283550,100,20250423,2940,20250107,2462
8253,クレディセゾン,東証PR,その他金融,621425,185444772,3.28,110,9.68,0.72,346.11,4659.7,335100,100,20250217,4025,20250407,2781
8282,ケーズホールディングス,東証PR,小売,238788,175000000,3.22,44,19.17,0.87,71.18,1575.43,136450,100,20250207,1488,20250407,1231
8289,Olympicグループ,東証ST,小売,9575,23354223,3.66,15,18.83,0.37,21.77,1095.12,41000,100,20250106,465,20250409,391
8291,日産東京販売ホールディングス,東証ST,小売,33384,66635063,4.79,24,7.34,0.54,68.3,936.13,50100,100,20250314,557,20250407,427
8304,あおぞら銀行,東証PR,銀行,273428,139789418,3.89,76,14.26,0.61,137.15,3224.24,195600,100,20250107,2517,20250409,1671
8306,三菱UFJフィナンシャル・グループ,東証PR,銀行,20967648,12067710920,3.68,64,10.9,0.99,159.37,1756.97,173750,100,20250321,2240,20250407,1310
8309,三井住友トラストグループ,東証PR,銀行,2438004,713283780,4.53,155,9.82,0.78,348.03,4379.33,341800,100,20250324,4066,20250407,2828
8316,三井住友フィナンシャルグループ,東証PR,銀行,12748750,3884445458,3.66,120,11.08,0.84,296.13,3893.02,328200,100,20250321,4140,20250407,2560
8331,千葉銀行,東証PR,銀行,972264,805521087,3.31,40,12.32,0.74,97.95,1637.34,120700,100,20250321,1531,20250407,1000
8334,群馬銀行,東証PR,銀行,448709,405888177,4.07,45,10.69,0.75,103.42,1483.36,110550,100,20250327,1335,20250407,957
8336,武蔵野銀行,東証PR,銀行,100383,33405456,3.99,120,7.83,0.36,383.91,8254.65,300500,100,20250327,3450,20250407,2450
8341,七十七銀行,東証PR,銀行,326860,76655746,3.64,155,9.03,0.52,471.98,8131.62,426400,100,20250328,4956,20250407,3343
8343,秋田銀行,東証PR,銀行,42900,18093643,4.43,105,8.38,0.25,283.07,9387.64,237100,100,20250327,2682,20250407,1950
8344,山形銀行,東証PR,銀行,39368,32216115,3.68,45,9.77,0.28,125.05,4316.9,122200,100,20250321,1522,20250114,970
8345,岩手銀行,東証PR,銀行,51054,18497786,4.35,120,7.27,0.24,379.42,11268.81,276000,100,20250324,3325,20250407,2371
8349,東北銀行,東証ST,銀行,10100,9509963,4.71,50,6.73,0.27,157.89,3947.03,106200,100,20250430,1202,20250407,905
8354,ふくおかフィナンシャルグループ,東証PR,銀行,694979,191138265,3.71,135,9.55,0.7,380.83,5179.91,363600,100,20250205,4278,20250407,2917
8359,八十二銀行,東証PR,銀行,496236,493767424,3.38,34,12.01,0.45,83.67,2230.72,100500,100,20250327,1170,20250407,783
8360,山梨中央銀行,東証PR,銀行,64910,32783000,3.23,64,9.43,0.28,209.94,6976.29,198000,100,20250327,2573,20250407,1537
8361,大垣共立銀行,東証PR,銀行,89813,41831897,3.26,70,7.39,0.27,290.65,7896.92,214700,100,20250327,2514,20250407,1825
8362,福井銀行,東証PR,銀行,40515,24144669,3.13,52.5,5.94,0.28,282.33,5893.34,167800,100,20250204,2030,20250407,1371
8364,清水銀行,東証PR,銀行,15902,11641318,4.39,60,8.69,0.2,157.23,6676.27,136600,100,20250205,1601,20250407,1200
8365,富山銀行,東証ST,銀行,8265,5444400,3.29,50,8.64,0.28,175.78,5363.95,151800,100,20250207,1610,20250407,1399
8367,南都銀行,東証PR,銀行,120544,33025656,4.52,165,8.85,0.39,412.44,9260.76,365000,100,20250324,4250,20250407,2960
8370,紀陽銀行,東証PR,銀行,154386,67300000,3.92,90,10.26,0.63,223.62,3649.66,229400,100,20250324,2460,20250407,1861
8381,山陰合同銀行,東証PR,銀行,186018,156977472,4.05,48,9.93,0.57,119.29,2083.6,118500,100,20250321,1399,20250407,980
8383,鳥取銀行,東証ST,銀行,11958,9619938,4.02,50,11.08,0.24,112.18,5220.49,124300,100,20250321,1362,20250407,1061
8386,百十四銀行,東証PR,銀行,90757,28630000,3.79,120,7.85,0.27,403.71,11668.59,317000,100,20250327,3770,20250407,2553
8387,四国銀行,東証PR,銀行,48802,42400000,4.34,50,7.06,0.29,162.98,3981.89,115100,100,20250324,1265,20250407,935
8388,阿波銀行,東証PR,銀行,105760,40000000,3.4,90,8.32,0.3,317.82,8796.22,264400,100,20250319,3070,20250407,2227
8392,大分銀行,東証PR,銀行,51240,15693634,3.37,110,7.5,0.24,435.44,13828.99,326500,100,20250401,3645,20250407,2634
8393,宮崎銀行,東証PR,銀行,51743,17133400,3.64,110,5.54,0.27,544.89,11206.11,302000,100,20250219,3525,20250407,2481
8395,佐賀銀行,東証PR,銀行,35311,16935909,4.32,90,5.17,0.29,403.23,7077.57,208500,100,20250327,2450,20250407,1681
8399,琉球銀行,東証PR,銀行,44014,43108470,3.72,38,7.41,0.3,137.77,3423.36,102100,100,20250321,1225,20250407,831
8410,セブン銀行,東証PR,銀行,306266,1179308000,4.24,11,15.58,1.11,16.67,233.34,25970,100,20250106,313,20250407,233
8411,みずほフィナンシャルグループ,東証PR,銀行,8639786,2513757794,3.78,130,10.62,0.82,323.68,4168.68,343700,100,20250321,4503,20250407,2688
8416,高知銀行,東証ST,銀行,7684,10244800,3.33,25,9.48,0.14,79.12,5505.79,75000,100,20250205,857,20250407,646
8418,山口フィナンシャルグループ,東証PR,銀行,378211,234767616,3.72,60,10.49,0.54,153.58,2980.07,161100,100,20250327,1874,20250407,1301
8424,芙蓉総合リース,東証PR,その他金融,360728,90863430,3.78,150,7.96,0.81,498.48,4900.73,397000,100,20250327,4035,20250407,3375
8425,みずほリース,東証PR,その他金融,294538,282666300,4.13,43,7.02,0.79,148.46,1323.51,104200,100,20250327,1080,20250407,886
8439,東京センチュリー,東証PR,その他金融,731034,492113280,3.9,58,9.08,0.8,163.62,1861.32,148550,100,20250210,1618,20250407,1262
8508,Jトラスト,東証ST,その他金融,54513,137658315,4.29,17,8.09,0.33,48.96,1184.52,39600,100,20250129,527,20250407,323
8511,日本証券金融,東証PR,その他金融,147488,88000000,5.01,84,13.86,1.01,120.9,1662.99,167600,100,20250107,2125,20250407,1456
8522,名古屋銀行,東証PR,銀行,115682,16455487,3.84,270,7.81,0.4,900.35,17669.57,703000,100,20250328,8430,20250407,5440
8524,北洋銀行,東証PR,銀行,188356,399060179,3.39,16,9.88,0.44,47.79,1075.96,47200,100,20250328,563,20250407,356
8537,大光銀行,東証ST,銀行,13153,9671400,4.78,65,5.2,0.17,261.35,7948.4,136000,100,20250131,1580,20250407,1120
8541,愛媛銀行,東証PR,銀行,39624,39426777,3.38,34,7.84,0.28,128.15,3565.37,100500,100,20250327,1170,20250407,874
8542,トマト銀行,東証ST,銀行,13594,11679030,4.3,50,8.94,0.24,130.23,4882.17,116400,100,20250204,1264,20250407,1020
8544,京葉銀行,東証PR,銀行,105931,131427858,3.47,28,8.2,0.31,98.33,2601.96,80600,100,20250328,955,20250407,643
8551,北日本銀行,東証PR,銀行,25180,8593776,3.41,100,6.52,0.28,449.54,10485.03,293000,100,20250303,3695,20250407,2434
8558,東和銀行,東証PR,銀行,21899,37180273,5.09,30,14.53,0.23,40.53,2550.49,58900,100,20250131,672,20250407,490
8563,大東銀行,東証ST,銀行,8446,12701462,4.51,30,7.02,0.24,94.74,2766.08,66500,100,20250205,765,20250407,582
8566,リコーリース,東証PR,その他金融,164964,31243223,3.31,175,11.07,0.7,476.89,7498.39,528000,100,20250327,5630,20250407,4705
8570,イオンフィナンシャルサービス,東証PR,その他金融,261156,216010128,4.38,53,12.43,0.56,97.28,2154.07,120900,100,20250321,1400,20250407,1070
8572,アコム,東証ST,その他金融,624609,1566614098,3.51,14,19.46,0.94,20.49,422.48,39870,100,20250204,409,20250407,324
8584,ジャックス,東証PR,その他金融,129091,35079161,4.89,180,7.75,0.53,475.14,6962.88,368000,100,20250314,4375,20250407,3095
8585,オリエントコーポレーション,東証PR,その他金融,134584,171882620,5.11,40,11.17,0.57,70.1,1385.4,78300,100,20250106,851,20250407,654
8591,オリックス,東証PR,その他金融,3334794,1162962244,3.44,98.6,8.41,0.8,340.78,3585.45,286750,100,20250106,3417,20250407,2559
8593,三菱HCキャピタル,東証PR,その他金融,1470580,1466912244,3.99,40,10.65,0.8,94.09,1246.4,100250,100,20250321,1054,20250407,871
8595,ジャフコグループ,東証PR,証券・先物,132862,56060000,5.61,133,-,0.92,-,2586.26,237000,100,20250423,2520,20250407,1897
8596,九州リースサービス,東証ST,その他金融,27198,25952374,3.82,40,6.96,0.56,150.67,1856.25,104800,100,20250207,1104,20250407,840
8600,トモニホールディングス,東証PR,銀行,100444,193533011,3.08,16,6.5,0.35,79.82,1463.38,51900,100,20250327,568,20250114,424
8601,大和証券グループ本社,東証PR,証券・先物,1445712,1569378772,4.78,44,-,0.79,-,1158.82,92120,100,20250131,1136,20250407,773
8698,マネックスグループ,東証PR,証券・先物,175270,253647100,5.82,40.2,-,1.4,-,492.31,69100,100,20250107,995,20250407,557
